id,wiki_id,name,instance_of,ar,de,es,fr,it,ja
5512,Q697203,The Odyssey,television film,,Die Abenteuer des Odysseus,La Odisea,L'Odyssée,L'Odissea,オデュッセイア/魔の海の大航海
5513,Q384463,Voroneț Monastery,monastery,,Kloster Voroneț,Monasterio de Voroneț,monastère de Voroneț,Monastero di Voroneț,ヴォロネツ修道院
5514,Q4375641,Poshekhonye cheese,cheese,,,,Fromage de Pochekhonié,,
5515,Q53448,Henry III of France,human,هنري الثالث ملك فرنسا,Heinrich III.,Enrique III de Francia,Henri III,Enrico III di Francia,アンリ3世
5516,Q16082706,Bang Si-hyuk,human,بانغ شي هيوك,Bang Si-hyuk,Bang Si-hyuk,Bang Si-hyuk,Bang Si-hyuk,パン・シヒョク
5517,Q194012,Morpheus,Greek deity,مورفيوس,Morpheus,Morfeo,Morphée,Morfeo,モルペウス
5518,Q160726,Ang Lee,human,أنغ لي,Ang Lee,Ang Lee,Ang Lee,Ang Lee,アン・リー
5519,Q85809906,Dark Desire,television series,رغبة مظلمة,Dunkle Leidenschaft,Oscuro deseo,Sombre Désir,Oscuro desiderio,
5520,Q1856621,Three Little Pigs,fictional trio,,Drei kleine Schweinchen,3 cerditos,"Nif-Nif, Naf-Naf et Nouf-Nouf",Tre porcellini,
5521,Q1286,Alps,mountain range,الألب,Alpen,Alpes,Alpes,Alpi,アルプス山脈
5522,Q745760,Book of Shadows,literary work,كتاب الظل,Buch der Schatten,Libro de las Sombras,Livre des Ombres,Libro delle ombre,影の書
5523,Q240406,Land of Black Gold,comic book album,,Im Reiche des Schwarzen Goldes,Tintín en el país del oro negro,Tintin au pays de l'or noir,Tintin nel paese dell'oro nero,燃える水の国
5524,Q295186,Daniel of Moscow,human,دانييل ألكسندروفيتش,Daniel von Moskau,Daniel de Moscú,saint Daniel de Moscou,Daniele di Russia,ダニール・アレクサンドロヴィチ
5525,Q137341,NBA All-Star Game,recurring event,مباراة كل نجوم دوري السلة الأميركي للمحترفين,NBA All-Star Game,All-Star Game de la NBA,NBA All-Star Game,NBA All-Star Game,NBAオールスターゲーム
5526,Q333123,R. L. Stine,human,روبرت لورنس ستاين,R. L. Stine,Robert Lawrence Stine,R. L. Stine,R. L. Stine,R・L・スタイン
5527,Q622947,Jane's Addiction,musical group,جينز آديكشن,Jane’s Addiction,Jane's Addiction,Jane's Addiction,Jane's Addiction,ジェーンズ・アディクション
5528,Q19610972,Sword of Damocles,fictional sword,,Damoklesschwert,espada de Damocles,Épée de Damoclès,Spada di Damocle,ダモクレスの剣
5529,Q2917435,"Rhapsodies, Op. 79",musical work/composition,,Zwei Rhapsodien op. 79,"Rapsodias, op. 79",Rhapsodies pour piano,Rapsodie op. 79,2つのラプソディ
5530,Q325283,Artemis Fowl,novel series,طير أرطاميس,Artemis Fowl,Artemis Fowl,Artemis Fowl,Artemis Fowl,アルテミス・ファウルシリーズ
5531,Q269821,Seal of Mauritania,national emblem,شعار موريتانيا,Siegel Mauretaniens,Sello de Mauritania,Sceau de la Mauritanie,emblema della Mauritania,モーリタニアの国章
5532,Q811029,Amadou M’barick Fall,human,,Battling Siki,Battling Siki,Battling Siki,Battling Siki,バトリング・シキ
5533,Q24899576,Fantasie in C major,musical work/composition,,Fantasie C-Dur,Fantasía para violín y piano (Schubert),Fantaisie pour violon et piano,Fantasia per violino e pianoforte,ヴァイオリンとピアノのための幻想曲
5534,Q37175,Johnny Depp,human,جوني ديب,Johnny Depp,Johnny Depp,Johnny Depp,Johnny Depp,ジョニー・デップ
5535,Q561852,Willie Mays,human,ويلي ميس,Willie Mays,Willie Mays,Willie Mays,Willie Mays,ウィリー・メイズ
5536,Q1567505,The Awakening,written work,رواية اليقظة,Das Erwachen,El despertar,The Awakening (roman de Kate Chopin),,目覚め
5537,Q363709,Hradisko Monastery,monastery,,Kloster Hradisko,,,Monastero di Hradisko,
5538,Q1248840,My World and Welcome to It,television series,,Das ist meine Welt,,,Il fantastico mondo di Mr. Monroe,パパはメロメロ！
5539,Q5760351,San Isidro Cemetery,Latin Rite Catholic cemetery,مقبرة سان إيسيدرو,,cementerio de San Isidro,cimetière Saint-Isidore de Madrid,Cimitero di Sant'Isidoro,サン・イシドロ墓地
5540,Q105447,Saturn Award,film award,جائزة زحل,Saturn Award,Premios Saturn,Saturn Award,Saturn Award,サターン賞
5541,Q212699,Geffen Records,record label,جيفين,Geffen Records,Geffen Records,Geffen Records,Geffen Records,ゲフィン・レコード
5542,Q588852,Mary Tudor,human,ماري تيودور ملكة فرنسا,Mary Tudor,María Tudor (1496-1533),Marie d'Angleterre,Maria Tudor,メアリー・テューダー
5543,Q583265,The Honey Pot,film,,Venedig sehen – und erben,Mujeres en Venecia,Guêpier pour trois abeilles,Masquerade,三人の女性への招待状
5544,Q206459,Feodor II of Russia,human,فيودور الثاني,Fjodor II.,Teodoro II de Rusia,Fédor II,Fëdor II di Russia,フョードル2世
5545,Q4115108,The Richest Man in Babylon,literary work,أغنى رجل في بابل,Der reichste Mann von Babylon,,,,
5546,Q19611369,Gümüşler Monastery,church,,Eski Gümüş,,,Monastero di Gümüşler,
5547,Q736265,Bernard of Menthon,human,,Bernhard von Menthon,Bernardo de Aosta,saint Bernard,Bernardo di Mentone,マントンのベルナール
5548,Q7642194,Super Bowl LI,Super Bowl,سوبر بول LI,Super Bowl LI,Super Bowl LI,Super Bowl LI,Super Bowl LI,第51回スーパーボウル
5549,Q5369,baseball,type of sport,كرة القاعدة,Baseball,béisbol,baseball,baseball,野球
5550,Q1247524,founding of Rome,myth of origins,تأسيس روما,Gründung Roms,Fundación de Roma,fondation de Rome,fondazione di Roma,ローマの建国神話
5551,Q1785002,The Grass Harp,written work,قيثارة العشب,Die Grasharfe,El arpa de hierba,La Harpe d'herbes,L'arpa d'erba,
5552,Q3236183,The Tendrils of the Vine,short story collection,,,,Les Vrilles de la vigne,,気ままな生娘
5553,Q43708,Bermuda Triangle,urban legend,مثلث برمودا,Bermudadreieck,Triángulo de las Bermudas,Triangle des Bermudes,triangolo delle Bermude,バミューダトライアングル
5554,Q104123,Pulp Fiction,film,خيال رخيص,Pulp Fiction,Pulp Fiction,Pulp Fiction,Pulp Fiction,パルプ・フィクション
5555,Q737625,Dīwān ul-Lughat al-Turk,literary work,ديوان لغات الترك,,,Recueil des langues turques,,ディーワーン・ルガート・アッ＝トゥルク
5556,Q694769,Order of Maria Theresa I,order,,Militär-Maria-Theresien-Orden,Orden Militar de María Teresa,ordre militaire de Marie-Thérèse,ordine militare di Maria Teresa,マリア・テレジア軍事勲章
5557,Q4503286,Tsar Fyodor Ioannovich,literary work,,Zar Fedor Iwanowitsch,,Le Tsar Fédor Ivanovitch,,皇帝フョードル・イワノヴィチ
5558,Q312153,Aleksei Antonov,human,أليكسي أنطونوف,Alexei Innokentjewitsch Antonow,Alekséi Antónov,Alexeï Antonov,Aleksej Innokent'evič Antonov,アレクセイ・アントーノフ
5559,Q134867,Danny Boyle,human,داني بويل,Danny Boyle,Danny Boyle,Danny Boyle,Danny Boyle,ダニー・ボイル
5560,Q614237,Nusretiye Mosque,mosque,جامع النصرتية,,,mosquée Nusretiye,moschea di Nusretiye,
5561,Q1760637,star anise,fruit,انيسون نجمي,Sternanis,,anis étoilé,anice stellato,八角
5562,Q693559,The Murder at the Vicarage,literary work,جريمة في القرية,Mord im Pfarrhaus,Muerte en la vicaría,L'Affaire Protheroe,La morte nel villaggio,牧師館の殺人
5563,Q19840877,Sweet Bean,film,الفاصوليا الحلوة,Kirschblüten und rote Bohnen,Una pastelería en Tokio,Les Délices de Tokyo,Le ricette della signora Toku,あん
5564,Q155985,Rick Santorum,human,ريك سانتورم,Rick Santorum,Rick Santorum,Rick Santorum,Rick Santorum,リック・サントラム
5565,Q536288,Mecca Masjid,mosque,مسجد مكة,Mekka-Moschee,,,,
5566,Q6904168,Montagues and Capulets,musical work/composition,رقصة الفرسان,Tanz der Ritter,,Danse des chevaliers,Danza dei cavalieri,
5567,Q3137465,Chief Crazy Horse,film,,Der Speer der Rache,El gran jefe,Le Grand Chef,Furia indiana,
5568,Q1762079,Burmese Days,literary work,أيام بورمية (رواية),Tage in Burma,Los días de Birmania,Une histoire birmane,Giorni in Birmania,ビルマの日々
5569,Q311372,Albert Luque,human,ألبرتو لوكي,Albert Luque,Albert Luque,Albert Luque,Albert Luque,アルベルト・ルケ
5570,Q232130,A World Apart,film,عالم منفصل,Zwei Welten,Un mundo aparte,Un monde à part,Un mondo a parte,ワールド・アパート
5571,Q844940,Charizard,fire-type Pokémon,تشاريزارد,Glurak,Charizard,Dracaufeu,Charizard,リザードン
5572,Q147425,Viktor Zubkov,human,فكتور زوبكوف,Wiktor Alexejewitsch Subkow,Víktor Zubkov,Viktor Zoubkov,Viktor Alekseevič Zubkov,ヴィクトル・ズブコフ
5573,Q2298455,Death and Transfiguration,musical work/composition,,Tod und Verklärung,Muerte y transfiguración,Mort et Transfiguration,Morte e Trasfigurazione,死と変容
5574,Q4179147,The Problem of Pain,written work,,,El problema del dolor,,Il problema della sofferenza,
5575,Q233454,European Golden Shoe,sports award,جائزة الحذاء الذهبي الأوروبي,Goldener Schuh,Bota de Oro,Soulier d'or européen,Scarpa d'oro,ヨーロッパ・ゴールデンシュー
5576,Q204162,Bon Scott,human,بون سكوت,Bon Scott,Bon Scott,Bon Scott,Bon Scott,ボン・スコット
5577,Q2235177,Crossroads of Twilight,literary work,,Zwielichtige Pfade,Encrucijada en el crepúsculo,Le Carrefour des ombres,Crocevia del crepuscolo,
5578,Q356129,John Stamos,human,جون ستاموس,John Stamos,John Stamos,John Stamos,John Stamos,ジョン・ステイモス
5579,Q28195072,Agatha Trunchbull,fictional human,مسز ترانشبول,Fräulein Knüppelkuh,,,,トランチブル校長
5580,Q3206515,King K. Rool,Kremling,كينغ ك. روول,King K. Rool,King K. Rool,King K. Rool,King K. Rool,キングクルール
5581,Q369860,Jay and Silent Bob,group of fictional characters,جاي و بوب الصامت,Jay und Silent Bob,Jay y Bob el silencioso,Jay et Silent Bob,Jay & Silent Bob,ジェイ&サイレント・ボブ
5582,Q3030262,Nur al-Din Mosque,mosque,جامع النوري,,,mosquée Nur ad-Din de Hama,,ヌーリー・モスク
5583,Q997840,Book of the Earth,literary work,كتاب الأرض,Buch von der Erde,Libro de la Tierra,Livre de la terre,,大地の書
5584,Q14213,United States Secretary of State,public office,وزير الخارجية الأمريكي,Außenminister der Vereinigten Staaten,secretario de Estado de los Estados Unidos,secrétaire d'État des États-Unis,segretario di Stato degli Stati Uniti d'America,アメリカ合衆国国務長官
5585,Q5389,Olympic Games,recurring sporting event,الألعاب الأولمبية,Olympische Spiele,Juegos Olímpicos,Jeux olympiques,giochi olimpici,近代オリンピック
5586,Q887083,George II of Georgia,human,,Giorgi II.,Jorge II de Georgia,Georges II de Géorgie,Giorgio II di Georgia,ギオルギ2世
5587,Q2488408,positronic brain,fictional technology,,Positronik,Cerebro positrónico,cerveau positronique,cervello positronico,陽電子頭脳
5588,Q2461978,"I Was Born, But...",film,,"Ich wurde geboren, aber...","He nacido, pero...",Gosses de Tokyo,"Sono nato, ma...",大人の見る繪本 生れてはみたけれど
5589,Q1711677,Khufu ship,solar barque,مراكب الشمس,,Barca funeraria de Keops,barque solaire de Khéops,Barca solare di Cheope,クフ王の船
5590,Q385064,Love Theme from The Godfather,musical work/composition,,Love Theme from The Godfather,Love Theme from The Godfather,Love Theme from The Godfather,Love Theme from The Godfather,愛のテーマ
5591,Q478794,Rot an der Rot Abbey,abbey,,Prämonstratenserabtei Rot an der Rot,,abbaye de Roth,abbazia di Roth,ロート・アン・デア・ロート帝国修道院
5592,Q946777,The Hebrides,musical work/composition,,Die Hebriden,Las Hébridas,Les Hébrides,Ouverture Le Ebridi,フィンガルの洞窟
5593,Q8076,video game console,electronic toy,مشغل ألعاب الفيديو,Spielkonsole,videoconsola,console de jeux vidéo,console,ゲーム機
5594,Q192,David Cameron,human,ديفيد كاميرون,David Cameron,David Cameron,David Cameron,David Cameron,デーヴィッド・キャメロン
5595,Q6583,Sahara,desert,الصحراء الكبرى,Sahara,Sahara,Sahara,deserto del Sahara,サハラ砂漠
5596,Q747833,College Football Hall of Fame,sports hall of fame,قاعة مشاهير كلية كرة القدم,College Football Hall of Fame,Salón de la Fama del Fútbol Americano Universitario,College Football Hall of Fame,College Football Hall of Fame,大学フットボール殿堂
5597,Q5484,Caspian Sea,endorheic lake,بحر قزوين,Kaspisches Meer,mar Caspio,mer Caspienne,mar Caspio,カスピ海
5598,Q16305809,prawn cracker,food,,Krabbenchips,,Chips de crevettes,nuvole di drago,エビせんべい (広義)
5599,Q2154396,Church of the Intercession at Fili,Eastern Orthodox church building,,Mariä-Schutz-und-Fürbitte-Kirche zu Fili,iglesia de la Intercesión en Fili,église de l'Intercession-de-la-Vierge,chiesa dell'Intercessione in Fili,
5600,Q1472235,Golden Globe Award for Best Original Song,film award category,جائزة غولدن غلوب لأفضل أغنية أصلية,Golden Globe Award/Bester Filmsong,Globo de Oro a la mejor canción original,Golden Globe de la meilleure chanson originale,Golden Globe per la migliore canzone originale,ゴールデングローブ賞 主題歌賞
5601,Q2303196,The Chrysalids,literary work,الولادة الجديدة (رواية),Wem gehört die Erde?,Las crisálidas,Les Transformés,I trasfigurati,さなぎ
5602,Q49208,Rhode Island School of Design,private university,كلية رود أيلاند للتصميم,Rhode Island School of Design,Escuela de Diseño de Rhode Island,École de design de Rhode Island,Rhode Island School of Design,ロード・アイランド・スクール・オヴ・デザイン
5603,Q182172,Nintendo GameCube,electronic device model,نينتندو غيم كيوب,Nintendo GameCube,Nintendo GameCube,GameCube,GameCube,ニンテンドーゲームキューブ
5604,Q944287,The Little Mermaid,animated television series,حورية البحر,"Arielle, die Meerjungfrau",La sirenita,La Petite Sirène,La sirenetta - Le nuove avventure marine di Ariel,リトル・マーメイド
5605,Q645906,Froth on the Daydream,literary work,,Der Schaum der Tage,La espuma de los días,L'Écume des jours,La schiuma dei giorni,日々の泡
5606,Q325662,"Aguirre, the Wrath of God",film,أجيرا، غضب الرب,"Aguirre, der Zorn Gottes","Aguirre, der Zorn Gottes","Aguirre, la colère de Dieu","Aguirre, furore di Dio",アギーレ/神の怒り
5607,Q227976,John X,human,يوحنا العاشر,Johannes X.,Juan X,Jean X,papa Giovanni X,ヨハネス10世
5608,Q18709330,The Misfits Club,film,,"Buenos Dias, Prinzessin!",El club de los incomprendidos,,Il club degli incompresi,
5609,Q261728,Consider Phlebas,literary work,,Bedenke Phlebas,Pensad en Flebas,Une forme de guerre,Pensa a Fleba,
5610,Q19273430,Heydar Mosque,mosque,مسجد حيدر,Heydar-Moschee,Mezquita Heydar,mosquée Heydar,,ヘイダル・モスク
5611,Q6510647,The Passion,television series,,Das Leiden Christi,,,,ザ・パッション
5612,Q718823,The Dream Team,film,,Das Traum-Team,Una pandilla de lunáticos,Une journée de fous,4 pazzi in libertà,ドリーム・チーム
5613,Q1540510,music in Nazi Germany,music by country or region,,Musik im Nationalsozialismus,,musique sous le Troisième Reich,,
5614,Q22686,Donald Trump,human,دونالد ترامب,Donald Trump,Donald Trump,Donald Trump,Donald Trump,ドナルド・トランプ
5615,Q18207331,Principles of Communism,literary work,مبادئ الشيوعية,Grundsätze des Kommunismus,Principios del Comunismo,Principes du communisme,I principi del comunismo,共産主義の諸原理
5616,Q2300273,Dark City,film,,Stadt im Dunkel,Ciudad en sombras,La Main qui venge,La città nera,
5617,Q858439,presidential election,public election,انتخابات رئاسية,Präsidentschaftswahl,elección presidencial,élection présidentielle,elezione presidenziale,大統領選挙
5618,Q2820319,Abbey of Our Lady in Leffe,monastery,,Prämonstratenserabtei Leffe,Abadía de Nuestra Señora de Leffe,abbaye Notre-Dame de Leffe,,
5619,Q662404,Leo of Tripoli,human,رشيق الوردامي,Leon von Tripolis,León de Trípoli,Léon de Tripoli,Leone di Tripoli,トリポリのレオン
5620,Q1197800,The Criminal of Lost Honour,literary work,مجرمون أنذال,Der Verbrecher aus verlorener Ehre,El delincuente por culpa del honor perdido,Le criminel ayant perdu son honneur,,
5621,Q4577,Book of Job,literary work,سفر أيوب,Buch Hiob,Libro de Job,Livre de Job,Libro di Giobbe,ヨブ記
5622,Q106446016,Exterminate All the Brutes,miniseries,إبادة جميع المتوحشين (وثائقي),Schlagt diese Bestien alle tot,Exterminad a Todos los Salvajes,Exterminez toutes ces brutes,,
5623,Q773851,Leoben Conoy,Cylon,,,Number Two,Numéro deux,,
5624,Q1573906,concert tour,musical concept,جولة موسيقية,Tournee,gira musical,tournée,tour musicale,コンサート・ツアー
5625,Q12583,Spanish–American War,war,الحرب الأمريكية الإسبانية,Spanisch-Amerikanischer Krieg,guerra hispano-estadounidense,guerre hispano-américaine,guerra ispano-americana,米西戦争
5626,Q6820564,Zebra,human,أبو طبر,,Abu al-Tubar,,,
5627,Q738015,Helsinki Cathedral,Lutheran cathedral,كاتدرائية هلسنكي,Dom von Helsinki,Catedral de Helsinki,cathédrale luthérienne d'Helsinki,cattedrale di Helsinki,ヘルシンキ大聖堂
5628,Q1101561,Government Seal of Japan,national seals of Japan,,,Emblema de la flor Paulownia,Sceau du gouvernement du Japon,,桐紋
5629,Q17015584,Wat Saen Suk,wat,,Wang Saen Suk,,Wang Saen Suk,Tempio dell'inferno,ワット・セーンスック
5630,Q2667425,Chinguetti Mosque,mosque,مسجد شنقيط,,Mezquita de Chingueti,,,
5631,Q48055,Sergey Biryuzov,human,,Sergei Semjonowitsch Birjusow,Serguéi Biriuzov,Sergueï Biriouzov,Sergej Semënovič Birjuzov,セルゲイ・ビリュゾフ
5632,Q21707008,LEGO Scooby-Doo: Knight Time Terror,television special,,,,Lego Scooby-Doo! Terreur au temps des chevaliers,Scooby-Doo! e il tesoro del Cavaliere Nero,
5633,Q73536630,The Elephant Queen,film,ملكة الفيلة (فيلم),Die Elefantenmutter,,,La madre degli elefanti,ゾウの女王: 偉大な母の物語
5634,Q7192,Qin Shi Huangdi,human,تشين شي هوانج,Qin Shihuangdi,Qin Shi Huang,Qin Shi Huang,Qin Shi Huang,始皇帝
5635,Q917,Bhutan,sovereign state,بوتان,Bhutan,Bután,Bhoutan,Bhutan,ブータン
5636,Q134949,Winter War,war,حرب الشتاء,Winterkrieg,Guerra de Invierno,guerre d'Hiver,guerra d'inverno,冬戦争
5637,Q691510,Lady Liberators,group of fictional characters,,,Damas Libertadoras,,Liberatrici,レディ・リベレーターズ
5638,Q4091927,Bolshevik confectionary,factory,,,,confiserie «Bolshevik»,,ボルシェビク
5639,Q120758,Honour Cross of the World War 1914/1918,cross,صليب الشرف في الحرب العالمية الأولي 1914/1918,Ehrenkreuz des Weltkrieges,Cruz de Honor de la I Guerra Mundial,croix d'honneur,croce d'onore della guerra mondiale,名誉十字章
5640,Q7092643,One Flew Over the Cuckoo's Nest,literary work,,Einer flog über das Kuckucksnest,,,,
5641,Q3320280,Cozia Monastery,monastery,,Cozia Kloster,Monasterio de Cozia,monastère de Cozia,Monastero di Cozia,
5642,Q16385711,Flight Behavior,literary work,سلوك الفراشة,,,Dans la lumière,,
5643,Q85,Cairo,big city,القاهرة,Kairo,El Cairo,Le Caire,Il Cairo,カイロ
5644,Q1140295,The Road,literary work,الطريق,Die Straße,La carretera,La Route,La strada,ザ・ロード
5645,Q692989,Roblox,video game,روبلوكس,Roblox,Roblox,Roblox,Roblox,Roblox
5646,Q4743018,American Association,American football league,,,,American Association,,アメリカン・アソシエーション
5647,Q1244633,Pushkin Medal,medallion,ميدالية بوشكين,Puschkin-Medaille,Medalla Pushkin,médaille Pouchkine,medaglia Puškin,プーシキン・メダル
5648,Q2334536,Gül Mosque,mosque,مسجد جول,Gül-Moschee,,mosquée Gül,moschea Gül,
5649,Q182658,Harper Lee,human,هاربر لي,Harper Lee,Harper Lee,Harper Lee,Harper Lee,ハーパー・リー
5650,Q246589,Symphony No. 6,musical work/composition,,6. Sinfonie,Sinfonía n.º 6,Symphonie nº 6 de Tchaïkovski,Sinfonia n. 6,交響曲第6番
5651,Q235,Monaco,sovereign state,موناكو,Monaco,Mónaco,Monaco,Monaco,モナコ
5652,Q214132,And Then There Were None,literary work,ثم لم يبق منهم أحد,Und dann gabs keines mehr,Diez negritos,Dix petits nègres,Dieci piccoli indiani,そして誰もいなくなった
5653,Q470031,Setepenre,human,ستب إن رع,Setepenre,Setepenra,Sétepenrê,Setepenra,セテプエンラー
5654,Q1454816,Jameh Mosque of Yazd,mosque,جامع يزد,Freitagsmoschee von Yazd,,mosquée du Vendredi,moschea del venerdì di Yazd,ヤズドのモスク
5655,Q1046088,hall of fame,roll,ردهة مشاهير,Ruhmeshalle,salón de la fama,temple de la renommée,hall of fame,殿堂
5656,Q683632,Great Mosque of Djenné,mosque,الجامع الكبير في جينيه,Große Moschee von Djenné,Mezquita Grande de Djenné,Grande Mosquée de Djenné,Grande moschea di Djenné,泥のモスク
5657,Q2270884,Tsurikichi Sanpei,anime television series,الصياد الصغير,,,Paul le pêcheur,Sampei,釣りキチ三平
5658,Q172271,Maleficent,film,ملافسينت,Maleficent – Die dunkle Fee,Maléfica,Maléfique,Maleficent,マレフィセント
5659,Q1161804,King's Quest,video game series,,King’s Quest,King's Quest,King's Quest,King's Quest,
5660,Q194285,Nebula Award,group of awards,جائزة نيبولا,Nebula Award,Premios Nébula,prix Nebula,Premio Nebula,ネビュラ賞
5661,Q5945078,José Rufino Reyes y Siancas,human,,José Reyes,José Reyes,José Reyes,José Reyes,
5662,Q1746036,"Piano Sonata No. 1 in C minor, Op. 4",musical work/composition,,Klaviersonate Nr. 1 (Chopin),Sonata para piano n.º 1 (Chopin),Sonate pour piano nº 1,Sonata per pianoforte n. 1 op. 4,ピアノソナタ第1番 (ショパン)
5663,Q271474,Joseph of Arimathea,human biblical figure,يوسف الرامي,Josef von Arimathäa,José de Arimatea,Joseph d'Arimathie,Giuseppe di Arimatea,アリマタヤのヨセフ
5664,Q1063209,Oslo Cathedral,Lutheran cathedral,,Osloer Dom,Catedral del Salvador de Oslo,cathédrale d'Oslo,cattedrale di Oslo,オスロ大聖堂
5665,Q732960,Drive,film,قيادة,Drive,Drive,Drive,Drive,ドライヴ
5666,Q2497744,pink peppercorn,food ingredient,حب فلفل زهري,Rosa Beeren,,poivre rose,pepe rosa,ピンクペッパー
5667,Q105686533,The Empress,television series,الامبراطورة,Die Kaiserin,La emperatriz,L'Impératrice,L'imperatrice (serie televisiva),
5668,Q4067217,Antonievo-Siysky Monastery,Eastern Orthodox monastery,,,,monastère Saint-Antoine-de-Siya,,
5669,Q2089970,Sora,fictional human,سورا,,Sora,Sora,Sora,ソラ (キングダム ハーツ)
5670,Q122465,Yoshihide Suga,human,يوشيهيديه سوغا,Yoshihide Suga,Yoshihide Suga,Yoshihide Suga,Yoshihide Suga,菅義偉
5671,Q2527122,What Mad Universe,literary work,,,Universo de locos,L'Univers en folie,Assurdo universo,発狂した宇宙
5672,Q20644862,trident of Poseidon,mythological weapon,,Dreizack Poseidons,,trident de Poséidon,tridente di Poseidone,トリアイナ
5673,Q12192959,Al Husseini Mosque,mosque,المسجد الحسيني,Al-Husseini-Moschee,Mezquita Al-Hussein,,,フセイン・モスク
5674,Q247777,Order of Saint Louis,order,وسام القديس لويس,Ordre royal et militaire de Saint-Louis,Orden de San Luis,ordre royal et militaire de Saint-Louis,Ordine di San Luigi,サン・ルイ騎士十字章
5675,Q18602166,Assassin's Creed Syndicate,video game,أساسنز كريد سنديكيت,Assassin’s Creed Syndicate,Assassin's Creed Syndicate,Assassin's Creed Syndicate,Assassin's Creed: Syndicate,アサシン クリード シンジケート
5676,Q348183,"Louis Philippe I, Duke of Orléans",human,لويس فيليب الأول دوق أورليان,"Louis Philippe I. de Bourbon, duc d’Orléans",Luis Felipe I de Orleans,Louis-Philippe d'Orléans,Luigi Filippo I di Borbone-Orléans,ルイ・フィリップ1世
5677,Q1336251,Tarzan and His Mate,film,طرزان وزميله,Tarzans Vergeltung,Tarzán y su compañera,Tarzan et sa compagne,Tarzan e la compagna,
5678,Q7771659,The Unlimited Dream Company,literary work,شركة الأحلام اللامحدودة,,Compañía de sueños ilimitada,,L'allegra compagnia del sogno,夢幻会社
5679,Q3235315,Play with Me Sesame,television series,,,"Juega Conmigo, Sésamo",,,
5680,Q15123969,Sam Smith,human,سام سميث,Sam Smith,Sam Smith,Sam Smith,Sam Smith,サム・スミス
5681,Q2607035,The Choirboys,film,,Die Chorknaben,La patrulla de los inmorales,Bande de flics,I ragazzi del coro,クワイヤボーイズ
5682,Q2027772,Alyosha Karamazov,fictional human,,,,Alexeï Karamazov,,アリョーシャ・カラマーゾフ
5683,Q231191,Symphony No. 4,musical work/composition,,4. Sinfonie,Sinfonía n.º 4,Symphonie nº 4 de Dvořák,Sinfonia n. 4,交響曲第4番
5684,Q110206,Dirty Harry,film,هاري القذر,Dirty Harry,Harry el sucio,L'Inspecteur Harry,Ispettore Callaghan: il caso Scorpio è tuo!,ダーティハリー
5685,Q106428,Apollo 13,film,أبولو 13,Apollo 13,Apolo 13,Apollo 13,Apollo 13,アポロ13
5686,Q3675546,Great Mosque of Diyarbakır,mosque,المسجد الكبير,Große Moschee von Diyarbakır,,Grande mosquée de Diyarbakır,Grande Moschea di Diyarbakır,
5687,Q337089,Peter Frampton,human,بيتر فرامبتون,Peter Frampton,Peter Frampton,Peter Frampton,Peter Frampton,ピーター・フランプトン
5688,Q12223803,Abd al-Masih Haddad,human,عبد المسيح حداد,,ʻAbd al-Masīḥ Ḥaddād,Abdel-Massih Haddad,,
5689,Q232666,Kerri Walsh Jennings,human,كيري والش,Kerri Walsh,Kerri Walsh Jennings,Kerri Walsh,Kerri Walsh,ケリー・ウォルシュ・ジェニングス
5690,Q864751,The Hatter,fictional human,,Der Hutmacher,El Sombrerero,Chapelier fou,Cappellaio Matto,帽子屋
5691,Q1194561,The Indian in the Cupboard,film,,Der Indianer im Küchenschrank,La llave mágica,L'Indien du placard,La chiave magica,リトル・ヒーロー
5692,Q183,Germany,sovereign state,ألمانيا,Deutschland,Alemania,Allemagne,Germania,ドイツ
5693,Q2285706,head of government,public office,رئيس حكومة,Regierungschef,jefe del Gobierno,chef de gouvernement,capo del governo,政府の長
5694,Q68265,"Henry VI, Count Palatine of the Rhine",human,هاينريش السادس كونت بالاتينات-الراين,Heinrich (VI.) der Jüngere von Braunschweig,Enrique VI del Palatinado,Henri V de Brunswick,Enrico VI dei Guelfi,ハインリヒ6世
5695,Q7173106,Pete Buttigieg,human,بيت بوتجيج,Pete Buttigieg,Pete Buttigieg,Pete Buttigieg,Pete Buttigieg,ピート・ブーテジェッジ
5696,Q2697140,Six Bridges to Cross,film,,Seine letzte Chance,,La police était au rendez-vous,La rapina del secolo,六つの橋を渡る男
5697,Q152507,Salic law,code of law,القانون السالي,Lex Salica,Ley Sálica,loi salique,legge salica,サリカ法典
5698,Q2219414,Martin Morning,animated television series,,Martin Morgen,Martin Matin,Martin Matin,Martin Matin,
5699,Q1381468,Sabancı Merkez Camii,mosque,جامع صابانجي المركزي,Sabancı-Zentralmoschee,Mezquita central de Sabanci,mosquée Sabancı,moschea centrale Sabancı,
5700,Q579123,"Ashes, Ashes",literary work,,Ravage,Ravage,Ravage,Diluvio di fuoco,荒廃
5701,Q151305,Christian IX of Denmark,human,كريستيان التاسع ملك الدنمارك,Christian IX.,Cristián IX de Dinamarca,Christian IX de Danemark,Cristiano IX di Danimarca,クリスチャン9世
5702,Q987711,Three Studies for Figures at the Base of a Crucifixion,painting,,,Tres estudios para figuras en la base de una crucifixión,Trois études de figures au pied d'une crucifixion,Tre studi per figure ai piedi di una Crocifissione,
5703,Q112707,House of Romanov,dynasty,عائلة رومانوف,Haus Romanow,Casa de Romanov,maison Romanov,Romanov,ロマノフ朝
