source,target
Eiffel Tower,tour Eiffel
Franks*|*Romans,Francs*|*Épître aux Romains
Italy*|*Axis Powers*|*World War II,Italie*|*Axe Rome-Berlin-Tokyo*|*Seconde Guerre mondiale
WW II*|*Gori,Seconde Guerre mondiale*|*Gori
Kuwait*|*United States,Koweït*|*États-Unis
Falkland Islands,îles Malouines
Naples*|*Sicily,Naples*|*Sicile
Declaration of Independence*|*United States,Déclaration d'indépendance des États-Unis*|*États-Unis
Spain,Espagne
United States,États-Unis
Emancipation Proclamation*|*John Wilkes Booth,Proclamation d'émancipation*|*John Wilkes Booth
Henry VIII,Henri VIII
Portuguese*|*Atlantic*|*Asia*|*Battle of Mactan,portugais*|*océan Atlantique*|*Asie*|*bataille de Mactan
Vietnam War*|*Bay of Pigs,guerre du Viêt Nam*|*baie des Cochons
,
France*|*Fifth Republic*|*Italian,Cinquième République*|*Cinquième République*|*Symphonie nº 4 de Bruckner
Virginia Colony*|*Tower of London,Colonie de Virginie*|*tour de Londres
Napoleon Bonaparte,Napoléon Ier
,
Second Triumvirate*|*Cleopatra,Second triumvirat*|*Cléopâtre
Ptolemy XII Auletes,Ptolémée XII
China,république populaire de Chine
,
Roman Republic*|*First Triumvirate,République romaine*|*Premier triumvirat
Elizabeth II,Élisabeth II
United Nations,Organisation des Nations unies
Virginia*|*United States,Virginie*|*États-Unis
Greece,Grèce antique
England,royaume d'Angleterre
Egypt,Égypte
England,royaume d'Angleterre
Scotland,Royaume d'Écosse
U.S.,États-Unis
United States,États-Unis
United States,États-Unis
US*|*Korean War,États-Unis*|*guerre de Corée
Italy,Italie
US,États-Unis
George III,George III
United States,États-Unis
Persian Empire,Empire achéménide
,
Ethiopia,Éthiopie
,
American*|*World War I,Américains*|*Première Guerre mondiale
England,royaume d'Angleterre
Henry VIII,Henri VIII
United States,États-Unis
US*|*World War II,États-Unis*|*Seconde Guerre mondiale
Japan*|*World War 2,Honshū*|*Seconde Guerre mondiale
US,États-Unis
England,royaume d'Angleterre
French*|*French Revolution*|*France,français*|*Révolution française*|*Cinquième République
North America,Amérique du Nord
Asia,Asie
,
Europe*|*Asia,Union européenne*|*Asie
World War II,Seconde Guerre mondiale
US,États-Unis
,
,
,
,
United States,États-Unis
United States,États-Unis
United States,États-Unis
England*|*United States*|*Japan,royaume d'Angleterre*|*États-Unis*|*Honshū
United States*|*World War II,États-Unis*|*Seconde Guerre mondiale
America,États-Unis
,
US*|*United States,États-Unis*|*États-Unis
United States*|*United States,États-Unis*|*États-Unis
United States,États-Unis
,
US,États-Unis
England,royaume d'Angleterre
United States,États-Unis
United States,États-Unis
Iraq,Irak
United States,États-Unis
Russia,Empire russe
,
Japan,Honshū
United States*|*WWI,États-Unis*|*Première Guerre mondiale
Europe,Union européenne
,
Roman Republic,République romaine
,
Finland*|*Winter War,Finlande*|*guerre d'Hiver
U.S.,États-Unis
White House,Maison-Blanche
African American,Afro-Américains
China,république populaire de Chine
Covid-19,Covid-19
,
Soviet Union,Union soviétique
Iraq*|*United States*|*Iraq,Irak*|*États-Unis*|*Irak
United States,États-Unis
United States,États-Unis
North America,Amérique du Nord
World War II,Seconde Guerre mondiale
United States,États-Unis
United States,États-Unis
United States*|*US,États-Unis*|*États-Unis
Israel,Jacob
United States,États-Unis
United States,États-Unis
US*|*US*|*Afghanistan,États-Unis*|*États-Unis*|*Afghanistan
US*|*France*|*World Cup,États-Unis*|*Cinquième République*|*Coupe du monde de football
Henry VIII,Henri VIII
The Blinding of Samson,L'Aveuglement de Samson
The Wounded Deer,Le Cerf blessé
,
Canada,Canada
Spain,Espagne
England,royaume d'Angleterre
United States,États-Unis
United States,États-Unis
Second World War,Seconde Guerre mondiale
U.S.,États-Unis
USA,États-Unis
USA,États-Unis
Romanov*|*Russia,maison Romanov*|*Empire russe
Russia,Empire russe
Tudor*|*England,maison Tudor*|*royaume d'Angleterre
Union*|*American Civil War,Union*|*guerre de Sécession
Russia,Empire russe
Ulysses S Grant,Ulysses S. Grant
US,États-Unis
,
,
French Fifth Republic,Cinquième République
Sweden,Suède
Russia,Empire russe
Christian IX*|*Denmark,Christian IX de Danemark*|*Danemark
Atlantic Ocean,océan Atlantique
United States,États-Unis
United States,États-Unis
,
Christianity,christianisme
Catholic Church,Église catholique
Chinese,chinois
Mexico,Mexico
,
Catholic*|*United States,catholicisme*|*États-Unis
Egypt,Égypte
Japan,Honshū
Brazil,Brésil
Scotland*|*England,Royaume d'Écosse*|*royaume d'Angleterre
,
US*|*Olympics,États-Unis*|*Jeux olympiques
Napoleonic Wars,guerres napoléoniennes
U.S.,États-Unis
Hawaii,royaume d'Hawaï
Israel,Jacob
,
USA,États-Unis
Revolutionary War,guerre d'indépendance des États-Unis
Mexico,Mexico
United States,États-Unis
United States,États-Unis
United States,États-Unis
Henry VIII,Henri VIII
United States,États-Unis
Japan,Honshū
United States,États-Unis
United Kingdom,Royaume-Uni
Germans*|*World War II,Allemands*|*Seconde Guerre mondiale
Roman Catholic Church,Église catholique
Russia,Empire russe
Nefertiti,Néfertiti
Dynasty XVIII*|*Egypt,XVIIIe dynastie égyptienne*|*Égypte
Russia,Empire russe
Russia,Empire russe
Russia,Empire russe
Egypt,Égypte
,
Edo*|*Japan,Tokyo*|*Honshū
,
Romania,Roumanie
Hawaii,royaume d'Hawaï
Greece,Grèce antique
Scotland,Royaume d'Écosse
Norway,Norvège
,
Germany,Allemagne
England,royaume d'Angleterre
Aztec,aztèque
,
Egypt,Égypte
Henry VIII,Henri VIII
,
India,Inde
North Korea,Corée du Nord
Czechoslovakia,Tchécoslovaquie
United States of America,États-Unis
United States of America,États-Unis
United States of America,États-Unis
Japan,Honshū
China,république populaire de Chine
California,Californie
Egypt,Égypte
Henry VIII,Henri VIII
Japan,Honshū
Indonesia,Indonésie
,
Mt. Everest,Everest
India,Inde
Napoleon Bonaparte,Napoléon Ier
Soviet Union,Union soviétique
Soviet Union,Union soviétique
Henry VIII,Henri VIII
Henry VIII,Henri VIII
Henry VIII,Henri VIII
Ottoman Empire,Empire ottoman
,
German Empire,Empire allemand
Mexico,Mexico
U.S.,États-Unis
U.S.,États-Unis
Japan,Honshū
Revolutionary War,guerre d'indépendance des États-Unis
United States,États-Unis
Civil War,guerre de Sécession
World War I,Première Guerre mondiale
World War II,Seconde Guerre mondiale
United States,États-Unis
,
,
Henry VIII,Henri VIII
England,royaume d'Angleterre
Henry VIII,Henri VIII
,
,
Ottoman Empire,Empire ottoman
Declaration of Independence,Déclaration d'indépendance des États-Unis
Civil War,guerre de Sécession
,
USA,États-Unis
WW1,Première Guerre mondiale
,
World War 2,Seconde Guerre mondiale
,
,
United States,États-Unis
United States,États-Unis
,
United States Civil War,guerre de Sécession
Olympic Games,Jeux olympiques antiques
German*|*World War II,allemand*|*Seconde Guerre mondiale
,
World War II,Seconde Guerre mondiale
,
,
,
New York City,New York
United States,États-Unis
American,Américains
United States,États-Unis
Louis XVI*|*France,Louis XVI*|*Cinquième République
,
Henry VIII,Henri VIII
,
,
Egypt,Égypte
,
,
Korean War,guerre de Corée
U.S.,États-Unis
Pacific*|*WWII*|*American,océan Pacifique*|*Seconde Guerre mondiale*|*Américains
,
,
Civil War,guerre de Sécession
,
American Civil War,guerre de Sécession
Japanese,Japonais
United States,États-Unis
Thailand,Thaïlande
Japan,Honshū
Japanese,Japonais
,
China,république populaire de Chine
,
U.S. Civil War,guerre de Sécession
,
World War I,Première Guerre mondiale
American Civil War,guerre de Sécession
China,république populaire de Chine
,
,
,
,
,
United States,États-Unis
Africa,Afrique
WWII,Seconde Guerre mondiale
United Kingdom,Royaume-Uni
,
Christopher Columbus*|*Americas,Christophe Colomb*|*Amérique
World War II,Seconde Guerre mondiale
Constantinople*|*Ottoman Empire,Constantinople*|*Empire ottoman
Kingdom of Sardinia*|*Treaty of Worms,royaume de Sardaigne*|*traité de Worms
Anglo-Saxons*|*AD,Anglo-Saxons*|*Andorre
,
French Revolution,Révolution française
Alexander the Great,Alexandre le Grand
George Washington,George Washington
,
Germany,Allemagne
Germans*|*World War 2,Allemands*|*Seconde Guerre mondiale
Japan,Honshū
Henry V*|*England,Henri V*|*royaume d'Angleterre
Japan*|*World War 2,Honshū*|*Seconde Guerre mondiale
,
United States,États-Unis
Nefertiti,Néfertiti
Nicholas II*|*Russia,Nicolas II de Russie*|*Empire russe
Edward VIII,Édouard VIII
Brazil*|*World War II,Brésil*|*Seconde Guerre mondiale
Jeremy Corbyn*|*UK,Jeremy Corbyn*|*Royaume-Uni
WWII,Seconde Guerre mondiale
Boris Yeltsin*|*Russia,Boris Eltsine*|*Empire russe
Leonardo da Vinci*|*The Last Supper,Léonard de Vinci*|*La Cène
Genghis Khan*|*America,Gengis Khan*|*États-Unis
South Africa,Afrique du Sud
United States*|*Japan*|*WWII,États-Unis*|*Honshū*|*Seconde Guerre mondiale
France*|*Americans*|*British*|*American Revolution,Cinquième République*|*Américains*|*britannique*|*révolution américaine
Adolf Hitler*|*World War 2,Adolf Hitler*|*Seconde Guerre mondiale
Athelstan*|*England,Æthelstan*|*royaume d'Angleterre
Elizabeth I*|*UK,Élisabeth Ire*|*Royaume-Uni
Abraham Lincoln*|*U.S.,Abraham Lincoln*|*États-Unis
Elizabeth II*|*British,Élisabeth II*|*britannique
Jack the Ripper,Jack l'Éventreur
Victoria,Victoria
,
Henry V,Henri V
,
Henry III*|*France,Henri III*|*Cinquième République
Henry IV*|*France,Henri IV*|*Cinquième République
America*|*WW2,États-Unis*|*Seconde Guerre mondiale
Benito Mussolini*|*WW2,Benito Mussolini*|*Seconde Guerre mondiale
Canada*|*United Kingdom,Canada*|*Royaume-Uni
Canada*|*World War II,Canada*|*Seconde Guerre mondiale
Douglas MacArthur*|*Japanese,Douglas MacArthur*|*Japonais
Julius Caesar*|*Pompey,Jules César*|*Pompée
Francis,François
Christopher Columbus,Christophe Colomb
Mark Antony,Marc Antoine
Second World War,Seconde Guerre mondiale
,
Battle of Bunker Hill,bataille de Bunker Hill
Alexander the Great*|*Hephaestion,Alexandre le Grand*|*Héphaestion
World War 1,Première Guerre mondiale
Japan*|*World War I,Honshū*|*Première Guerre mondiale
United Kingdom,Royaume-Uni
United States*|*France*|*Revolutionary War,États-Unis*|*Cinquième République*|*guerre d'indépendance des États-Unis
Henry VIII*|*France,Henri VIII*|*Cinquième République
George III*|*British*|*American Revolutionary War,George III*|*britannique*|*guerre d'indépendance des États-Unis
Kansas*|*Confederate States of America*|*Civil War,Kansas*|*États confédérés d'Amérique*|*guerre de Sécession
Joseph Stalin*|*Germany,Joseph Staline*|*Allemagne
Elizabeth I*|*England*|*Ireland,Élisabeth Ire*|*royaume d'Angleterre*|*Irlande
George Washington*|*USA,George Washington*|*États-Unis
Ralph Nader*|*USA,Ralph Nader*|*États-Unis
USA,États-Unis
USA,États-Unis
,
Adolf Hitler*|*Germany,Adolf Hitler*|*Allemagne
Boris Yeltsin*|*Russia,Boris Eltsine*|*Empire russe
French*|*White House,français*|*Maison-Blanche
United States,États-Unis
Allies*|*Normandy,Alliés de la Première Guerre mondiale*|*Normandie
Genghis Khan*|*Mongol Empire,Gengis Khan*|*Empire mongol
Sweden*|*World War II,Suède*|*Seconde Guerre mondiale
George Washington*|*United States of America,George Washington*|*États-Unis
Civil War,guerre de Sécession
Napoleon*|*Elba,Napoléon Ier*|*île d'Elbe
Egyptians,Égyptiens
USA*|*Germany*|*World War II,États-Unis*|*Allemagne*|*Seconde Guerre mondiale
George Washington,George Washington
US Civil War,guerre de Sécession
,
Thomas Jefferson*|*United States,Thomas Jefferson*|*États-Unis
Benedict Arnold*|*United States,Benedict Arnold*|*États-Unis
Germany*|*Poland*|*World War II,Allemagne*|*Pologne*|*Seconde Guerre mondiale
Japan*|*United States*|*World War II,Honshū*|*États-Unis*|*Seconde Guerre mondiale
Joseph Stalin*|*Russia*|*World War II,Joseph Staline*|*Empire russe*|*Seconde Guerre mondiale
John F. Kennedy*|*World War II,John Fitzgerald Kennedy*|*Seconde Guerre mondiale
Ethiopia*|*Korean War,Éthiopie*|*guerre de Corée
Israel,Jacob
WWII,Seconde Guerre mondiale
American Revolution,révolution américaine
Japan*|*World War II,Honshū*|*Seconde Guerre mondiale
United States*|*Civil War,États-Unis*|*guerre de Sécession
Spain*|*Philippines,Espagne*|*Philippines
England*|*France,royaume d'Angleterre*|*Cinquième République
Cleopatra*|*Julius Caesar,Cléopâtre*|*Jules César
Rome*|*Egypt,République romaine*|*Égypte
John Quincy Adams*|*United States of America,John Quincy Adams*|*États-Unis
Ireland*|*Second World War,Irlande*|*Seconde Guerre mondiale
Roanoke Colony*|*English*|*North America,Colonie de Roanoke*|*Anglais*|*Amérique du Nord
Alaska*|*United States of America,Alaska*|*États-Unis
French Revolution,Révolution française
United States,États-Unis
Soviet Union,Union soviétique
Qin Shi Huang*|*Qin,Qin Shi Huang*|*dynastie Qin
Thomas Jefferson*|*U.S.,Thomas Jefferson*|*États-Unis
Japan*|*Edo,Honshū*|*Tokyo
Japanese,Japonais
Russia*|*US*|*Cold War,Empire russe*|*États-Unis*|*guerre froide
Itō Hirobumi*|*Japan,Itō Hirobumi*|*Honshū
Declaration of Independence*|*America,Déclaration d'indépendance des États-Unis*|*États-Unis
Cleopatra,Cléopâtre
World War 2,Seconde Guerre mondiale
League of Nations,Société des Nations
Agamemnon*|*Troy,Agamemnon*|*Troie
Germany*|*World War I,Allemagne*|*Première Guerre mondiale
Winston Churchill*|*Great Britain,Winston Churchill*|*Royaume-Uni
Spider-Man: Homecoming*|*Iron Man 3,Spider-Man: Homecoming*|*Iron Man 3
Harry Potter and the Sorcerer's Stone*|*Harry Potter and the Goblet of Fire,Harry Potter à l'école des sorciers*|*Harry Potter et la Coupe de feu
The Great Wall*|*Alita: Battle Angel,La Grande Muraille*|*Alita: Battle Angel
Godfather,Le Parrain
Quentin Tarantino*|*Palme d'Or*|*Cannes Film Festival,Quentin Tarantino*|*Palme d'or*|*Festival de Cannes
Goosebumps,Chair de poule
Marty McFly*|*Back to the Future,Marty McFly*|*Retour vers le futur
Spider-Man,Spider-Man
,
Martin Scorsese,Martin Scorsese
Martin Scorsese,Martin Scorsese
Bernardo Bertolucci,Bernardo Bertolucci
Eddie Redmayne,Eddie Redmayne
Back to the Future,Retour vers le futur
Star Wars*|*J. J. Abrams,"Star Wars, épisode IV : Un nouvel espoir*|*J. J. Abrams"
David Lowery*|*King Arthur,David Lowery*|*Le Roi Arthur
,
Peter Jackson,Peter Jackson
A Quiet Place*|*Brown University,Sans un bruit*|*université Brown
Leonardo DiCaprio*|*James Cameron,Leonardo DiCaprio*|*James Cameron
Naomi Watts*|*Japanese,Naomi Watts*|*Japonais
The Wizard of Oz*|*Liza Minnelli,Le Magicien d'Oz*|*Liza Minnelli
Steven Spielberg,Steven Spielberg
Harry Potter*|*London,Harry Potter*|*Londres
,
African-American,Afro-Américains
James Bond*|*Ireland,James Bond*|*Irlande
Batman*|*Wales,Batman*|*pays de Galles
Moulin Rouge*|*Australia,Moulin rouge*|*continent australien
Twilight Saga,"Twilight, chapitre I : Fascination"
Two and a Half Men,Mon oncle Charlie
The Sandlot,Le Gang des champions
Aragorn*|*Lord of the Rings,Aragorn*|*Le Seigneur des anneaux
Halloween,Halloween : La Nuit des masques
,
,
Natalie Portman,Natalie Portman
Back to the Future,Retour vers le futur
Harry Potter,Harry Potter
,
,
Star Wars,"Star Wars, épisode IV : Un nouvel espoir"
Lord of the Rings,Le Seigneur des anneaux
,
,
,
Johnny Depp*|*The Matrix,Johnny Depp*|*Matrix
The Karate Kid,Karaté Kid
Ian McKellen*|*The Hobbit,Ian McKellen*|*Le Hobbit
,
Planet of the Apes*|*Earth,La Planète des singes*|*Black Sabbath
Charlton Heston*|*The Ten Commandments,Charlton Heston*|*Les Dix Commandements
Liam Neeson*|*Schindler's List,Liam Neeson*|*La Liste de Schindler
Harry Potter and the Deathly Hallows,Harry Potter et les Reliques de la Mort
Jaws,Les Dents de la mer
The Color Purple,La Couleur pourpre
Steven Spielberg,Steven Spielberg
Parasite,Parasite
It Was Written,It Was Written
Grammy Awards*|*Beyoncé,Grammy Awards*|*Beyoncé
Blackpink,Blackpink
Can't Feel My Face*|*Weeknd,Can't Feel My Face*|*The Weeknd
,
One Direction*|*England,One Direction*|*royaume d'Angleterre
,
BTS*|*Korean*|*Hwarang: The Poet Warrior Youth,BTS*|*coréen*|*Hwarang
One Direction*|*Ocean's 8,One Direction*|*Ocean’s 8
Judas Priest*|*American,Judas Priest*|*Américains
One Direction,One Direction
(G)I-DLE,(G)I-dle
Don't Be Cruel,Don't Be Cruel
,
,
American*|*Michael Jackson,Américains*|*Michael Jackson
Madonna,Madonna
,
Jonas Brothers,Jonas Brothers
British*|*Grammys,britannique*|*Grammy Awards
Blackpink,Blackpink
Adele,Adele
Beyoncé*|*Shakira,Beyoncé*|*Shakira
Michael Jordan*|*Kobe Bryant,Michael Jordan*|*Kobe Bryant
Ballon d'Or*|*Cristiano Ronaldo*|*Lionel Messi,Ballon d'or*|*Cristiano Ronaldo*|*Lionel Messi
Tokyo*|*Olympics*|*Japan*|*China,Tokyo*|*Jeux olympiques*|*Honshū*|*république populaire de Chine
USA*|*Olympics,États-Unis*|*Jeux olympiques
Michael Jordan*|*Shaquille O'Neal,Michael Jordan*|*Shaquille O'Neal
Rangers,Rangers du Texas
U.S.*|*World Cup,États-Unis*|*Coupe du monde de football
Greg Louganis,Greg Louganis
FIFA*|*England,FIFA*|*royaume d'Angleterre
Chile*|*Copa América,Chili*|*Copa América
Shaquille O'Neal,Shaquille O'Neal
Seattle Seahawks,Seahawks de Seattle
Boston Celtics,Celtics de Boston
Olympics*|*Aly Raisman,Jeux olympiques*|*Alexandra Raisman
Super Bowl*|*Dallas Cowboys,Super Bowl*|*Cowboys de Dallas
Olympics,Jeux olympiques
U.S.*|*Summer Olympics,États-Unis*|*Jeux olympiques d’été
Matt Anderson,Matt Anderson
Wayne Gretzky,Wayne Gretzky
Roger Federer,Roger Federer
USA*|*Olympics,États-Unis*|*Jeux olympiques
Dutch*|*Liverpool,Néerlandais*|*Liverpool FC
American*|*Colorado Rockies*|*Florida,Américains*|*Rockies du Colorado*|*Floride
English*|*Premier League*|*Liverpool,Anglais*|*championnat d'Angleterre de football*|*Liverpool FC
Portuguese*|*Wolverhampton*|*Liverpool,portugais*|*Wolverhampton*|*Liverpool FC
University of Tennessee*|*Indianapolis Colts,université du Tennessee*|*Colts d'Indianapolis
Florida*|*LeBron,Floride*|*LeBron James
Los Angeles Raiders*|*Kansas City Royals,Raiders de Las Vegas*|*Royals de Kansas City
Los Angeles Angels*|*MVP,Angels de Los Angeles*|*NBA Most Valuable Player
UEFA Champions League*|*Premier League,Ligue des champions de l'UEFA*|*championnat d'Angleterre de football
French Open*|*Manacor*|*Mallorca*|*Spain,Internationaux de France de tennis*|*Manacor*|*Majorque*|*Espagne
California*|*Chone Figgins,Californie*|*Chone Figgins
Formula 1,Formule 1
NBA*|*Miami Heat*|*Summer Olympics,National Book Award*|*Heat de Miami*|*Jeux olympiques d’été
NBA*|*Philadelphia 76ers,National Book Award*|*76ers de Philadelphie
Summer Olympics*|*West Virginia,Jeux olympiques d’été*|*Virginie-Occidentale
Stanley Cup,coupe Stanley
World Series,Série mondiale
Boston Red Sox,Red Sox de Boston
World Series,Série mondiale
UEFA Champions League,Ligue des champions de l'UEFA
New England Patriots,Patriots de la Nouvelle-Angleterre
Detroit Pistons,Pistons de Détroit
Chicago Bulls,Bulls de Chicago
,
Argentina*|*Copa America,Argentine*|*Copa América
NBA*|*Shaquille O'Neal,National Book Award*|*Shaquille O'Neal
NBA*|*Shaquille O'Neal,National Book Award*|*Shaquille O'Neal
NBA*|*Shaquille O'Neal,National Book Award*|*Shaquille O'Neal
Rookie of the Year*|*Seattle SuperSonics,La Star de Chicago*|*SuperSonics de Seattle
Philadelphia Phillies*|*World Series,Phillies de Philadelphie*|*Série mondiale
Philadelphia Phillies*|*World Series,Phillies de Philadelphie*|*Série mondiale
Philadelphia Flyers*|*Stanley Cup,Flyers de Philadelphie*|*coupe Stanley
New England Patriots*|*Super Bowl,Patriots de la Nouvelle-Angleterre*|*Super Bowl
Lionel Messi*|*Argentina,Lionel Messi*|*Argentine
England*|*FIFA World Cup,royaume d'Angleterre*|*Coupe du monde de football
Germany*|*World Cup,Allemagne*|*Coupe du monde de football
Winter Olympics,Jeux olympiques d’hiver
San Francisco 49ers,49ers de San Francisco
Yankees*|*World Series,Américains*|*Série mondiale
Super Bowl,Super Bowl
Miami Dolphins*|*Super Bowl,Dolphins de Miami*|*Super Bowl
Barcelona FC,FC Barcelone
MLB*|*World Series,Ligue majeure de baseball*|*Série mondiale
,
,
,
Winter Olympics,Jeux olympiques d’hiver
,
NBA,National Book Award
Olympics*|*United States,Jeux olympiques*|*États-Unis
Major League Baseball,Ligue majeure de baseball
,
Olympics,Jeux olympiques
,
NFL,National Football League
MLB*|*World Series,Ligue majeure de baseball*|*Série mondiale
Tom Brady*|*NFL,Tom Brady*|*National Football League
Super Bowl LV,Super Bowl LV
Green Bay Packers*|*Super Bowl XLV,Packers de Green Bay*|*Super Bowl XLV
New England Patriots*|*Super Bowl XLII,Patriots de la Nouvelle-Angleterre*|*Super Bowl XLII
Michael Phelps*|*Olympics,Michael Phelps*|*Jeux olympiques
Josh Gordon*|*Cleveland Browns,Josh Gordon*|*Browns de Cleveland
Caeleb Dressel*|*Olympics,Caeleb Dressel*|*Jeux olympiques
Chicago Bulls*|*NBA Finals,Bulls de Chicago*|*Finales NBA
Brett Favre*|*New York Jets,Brett Favre*|*Jets de New York
Brazil*|*Copa America,Brésil*|*Copa América
Sidney Crosby*|*Hart Memorial Trophy,Sidney Crosby*|*trophée Hart
Real Madrid*|*Spain,Real Madrid CF*|*Espagne
United States*|*Tokyo*|*Olympics,États-Unis*|*Tokyo*|*Jeux olympiques
LeBron James*|*Los Angeles Lakers,LeBron James*|*Lakers de Los Angeles
Kawhi Leonard*|*Los Angeles Clippers,Kawhi Leonard*|*Clippers de Los Angeles
Rajon Rondo*|*Los Angeles Lakers,Rajon Rondo*|*Lakers de Los Angeles
Shaquille O'Neal*|*LeBron James,Shaquille O'Neal*|*LeBron James
Lord of the Rings,Le Seigneur des anneaux
The Lord of the Rings*|*Atlas Shrugged,Le Seigneur des anneaux*|*La Grève
John Steinbeck*|*The Grapes of Wrath*|*The Pearl,John Steinbeck*|*Les Raisins de la colère*|*La Perle
Brave New World,Le Meilleur des mondes
Ranger's Apprentice*|*Pendragon: Journal of an Adventure through Time and Space,L'Apprenti d'Araluen*|*Bobby Pendragon
Margaret Atwood,Margaret Atwood
Stephen King*|*R. L. Stine,Stephen King*|*R. L. Stine
Harry Potter*|*Lord of the Rings,Harry Potter*|*Le Seigneur des anneaux
Lord of the Rings,Le Seigneur des anneaux
Lord of the Rings*|*Game of Thrones,Le Seigneur des anneaux*|*Le Trône de fer
Game of Thrones*|*Lord of the Rings,Le Trône de fer*|*Le Seigneur des anneaux
The Lord of the Rings*|*Harry Potter and the Sorcerer's Stone,Le Seigneur des anneaux*|*Harry Potter à l'école des sorciers
Lord of the Flies,Sa Majesté des mouches
Harry Potter*|*Goosebumps,Harry Potter*|*Chair de poule
The Great Gatsby,Jay Gatsby
Stephenie Meyer,Stephenie Meyer
Wuthering Heights*|*Pride and Prejudice,Les Hauts de Hurlevent*|*Orgueil et Préjugés
Frankenstein,Frankenstein ou le Prométhée moderne
The Wonderful Wizard of Oz,Le Magicien d'Oz
The Lord of the Rings*|*J.R.R. Tolkien,Le Seigneur des anneaux*|*J. R. R. Tolkien
Cormac McCarthy*|*Pulitzer Prize,Cormac McCarthy*|*prix Pulitzer
The Lord of the Rings,Le Seigneur des anneaux
Ernest Hemingway*|*Pulitzer Prize,Ernest Hemingway*|*prix Pulitzer
Ernest Hemingway*|*Nobel Prize,Ernest Hemingway*|*prix Nobel
Lord of the Rings,Le Seigneur des anneaux
,
Hogwarts*|*Harry Potter,Poudlard*|*Harry Potter
Triwizard Tournament,Tournoi des Trois Sorciers
,
Pulitzer Prize,prix Pulitzer
Dresden Files,Les Dossiers Dresden
Lord of the Rings*|*Bilbo Baggins,Le Seigneur des anneaux*|*Bilbon Sacquet
Lord of the Rings*|*Gandalf the White,Le Seigneur des anneaux*|*Gandalf
Song of Ice and Fire*|*Eddard Stark,Le Trône de fer*|*Eddard Stark
,
Gabriel García Márquez,Gabriel García Márquez
American*|*Cormac McCarthy,Américains*|*Cormac McCarthy
American*|*Stephen King,Américains*|*Stephen King
Fifty Shades of Grey,Cinquante nuances de Grey
Night's Watch,Garde de Nuit
Tolkien*|*Lord of the Rings,J. R. R. Tolkien*|*Le Seigneur des anneaux
Wheel of Time,La Roue du temps
The Chronicles of Narnia,Le Monde de Narnia
,
The Odyssey,L'Odyssée
The Godfather,Le Parrain
American*|*United States,Américains*|*États-Unis
Lord of the Rings,Le Seigneur des anneaux
Lord of the Rings,Le Seigneur des anneaux
Schindler's List,La Liste de Schindler
Red Mars,Mars la rouge
,
The Martian Chronicles,Chroniques martiennes
Cosmos,Cosmos
To Kill a Mockingbird,Ne tirez pas sur l'oiseau moqueur
Don Quixote,Don Quichotte
Pelican Brief,L'Affaire Pélican
Pelican Brief*|*Mississippi State University,L'Affaire Pélican*|*université d'État du Mississippi
Pride and Prejudice,Orgueil et Préjugés
,
Lord of the Rings,Le Seigneur des anneaux
Percy Jackson & the Olympians,Percy Jackson
,
Goosebumps,Chair de poule
Wheel of Time,La Roue du temps
A Song of Ice and Fire*|*Arya Stark,Le Trône de fer*|*Arya Stark
Neil Gaiman*|*Good Omens,Neil Gaiman*|*De bons présages
Lord of the Rings,Le Seigneur des anneaux
,
,
Guinness World Records,Livre Guinness des records
,
,
,
Goosebumps*|*R.L. Stine,Chair de poule*|*R. L. Stine
Goosebumps*|*R.L. Stine,Chair de poule*|*R. L. Stine
Shire*|*Lord of the Rings,La Comté*|*Le Seigneur des anneaux
Jay Gatsby*|*The Great Gatsby,Jay Gatsby*|*Jay Gatsby
Stephen King*|*Pulitzer Prize,Stephen King*|*prix Pulitzer
Ray Bradbury*|*The Martian Chronicles,Ray Bradbury*|*Chroniques martiennes
Harry Potter and the Goblet of Fire,Harry Potter et la Coupe de feu
Pulitzer Prize*|*The Age of Innocence,prix Pulitzer*|*Le Temps de l'innocence
The Great Gatsby,Jay Gatsby
Pride and Prejudice*|*Jane Austen,Orgueil et Préjugés*|*Jane Austen
J.R.R. Tolkien*|*British,J. R. R. Tolkien*|*britannique
George Orwell*|*Animal Farm*|*World War 2,George Orwell*|*La Ferme des animaux*|*Seconde Guerre mondiale
Henry Miller*|*Pulitzer Prize,Henry Miller*|*prix Pulitzer
Charles Bukowski*|*Pulitzer Prize,Charles Bukowski*|*prix Pulitzer
John Fante*|*Pulitzer Prize,John Fante*|*prix Pulitzer
The Beak of the Finch*|*Pulitzer Prize,The Beak of the Finch*|*prix Pulitzer
Stephen King,Stephen King
Winnie the Pooh,Winnie l'ourson
Harry Potter,Harry Potter
Harry Potter,Harry Potter
,
North Dakota*|*South Dakota,Dakota du Nord*|*Dakota du Sud
Rhine*|*Seine,Rhin*|*Seine
America*|*China,États-Unis*|*république populaire de Chine
America*|*UK,États-Unis*|*Royaume-Uni
Mount Everest,Everest
Mongolia*|*China,Mongolie*|*république populaire de Chine
NYC*|*LA,New York*|*Los Angeles
PA*|*GA,Pennsylvanie*|*Assemblée générale des Nations unies
Mexico*|*USA,Mexico*|*États-Unis
Union*|*Pennsylvania*|*Delaware,Union*|*Pennsylvanie*|*Delaware
Canada*|*United States,Canada*|*États-Unis
Canada*|*United States,Canada*|*États-Unis
Canada*|*United States,Canada*|*États-Unis
Canada*|*United States,Canada*|*États-Unis
