id,name,ar,de,es,fr,it,ja,ko,th,tr,zh
Q366938,The Girl from Tomorrow,فتاة من الغد,Das Mädchen aus der Zukunft,Alana: La chica del futuro,Alana ou le futur imparfait,La ragazza del futuro,,,,Yarınlardan Gelen Kız,來自明天的女孩
Q373774,Imitation of Life,,Solange es Menschen gibt,Imitación a la vida,Mirage de la vie,Lo specchio della vita,悲しみは空の彼方に,슬픔은 그대 가슴에,,"Imitation of Life (film, 1959)",春風秋雨
Q374577,Two Arabian Knights,فارسان عربيان,Die Schlachtenbummler,Hermanos de armas,Frères d'armes,Notte d'Arabia,美人国二人行脚,미인국 2인 행각,,İki Arap Şövalyesi,兩個阿拉伯騎士
Q379449,The Pit and the Pendulum,الحفرة والبندول,Die Grube und das Pendel,El pozo y el péndulo,Le Puits et le Pendule,Il pozzo e il pendolo,落とし穴と振り子,구덩이와 진자,,Kuyu ve Sarkaç,陷阱與鐘擺
Q3394733,Yabancı Damat,الغريب,Yabanci damat,,,,,,,Yabancı Damat,
Q3394959,Monastery of Carboeiro,,,Monasterio de San Lorenzo de Carboeiro,,,,,,Carboeiro Manastırı,
Q3408535,House of the Unions,,Haus der Gewerkschaften,Casa de los Sindicatos de Moscú,Maison des syndicats,Casa dei sindacati (Mosca),労働組合会館,,,Sendikalar Evi,工会大厦
Q3498590,Chester Cheetah,تشستر شيتا,,el super chester cheetos,,,チェスター・チーター,,,Chester Cheetah,
Q3502453,Old Synagogue in Kraków,,Alte Synagoge,,ancienne synagogue,Vecchia Sinagoga,,,,Kraków Eski Sinagogu,舊猶太會堂
Q3510174,Marauder's Map,,Karte des Rumtreibers,,carte du Maraudeur,Mappa del Malandrino,,도둑 지도,,Çapulcu Haritası,活点地图
Q3555725,Captain Michalis,,,Libertad o muerte,La Liberté ou la Mort,,,미할리스 대장,,Kaptan Mihalis,米哈伊队长
Q39602,Ptolemy III Euergetes,بطليموس الثالث,Ptolemaios III.,Ptolomeo III,Ptolémée III,Tolomeo III,プトレマイオス3世,프톨레마이오스 3세,ทอเลมีที่ 3,III. Ptolemaios,托勒密三世
Q39939,Gospel of Luke,إنجيل لوقا,Lukas,Evangelio de Lucas,Évangile selon Luc,Vangelo secondo Luca,ルカによる福音書,루가의 복음서,พระวรสารนักบุญลูกา,Luka İncili,路加福音
Q40591,The Communist Manifesto,بيان الحزب الشيوعي,Manifest der Kommunistischen Partei,Manifiesto del Partido Comunista,Manifeste du Parti communiste,Manifesto del Partito Comunista,共産党宣言,공산당 선언,แถลงการณ์พรรคคอมมิวนิสต์,Komünist Manifesto,共产党宣言
Q40309,Acts of the Apostles,سفر أعمال الرسل,Apostelgeschichte,Hechos de los Apóstoles,Actes des Apôtres,Atti degli Apostoli,使徒行伝,사도행전,กิจการของอัครทูต,Elçilerin işleri,使徒行传
Q42040,Book of Revelation,رؤيا يوحنا,Offenbarung,Apocalipsis,Apocalypse,Apocalisse di Giovanni,ヨハネの黙示録,요한 묵시록,หนังสือวิวรณ์,Apokalips,启示录
Q43099,Book of Numbers,سفر العدد,4. Mose,Números,Livre des Nombres,Libro dei Numeri,民数記,민수기,หนังสือกันดารวิถี,Sayılar,民數記
Q381069,Prince Knud of Denmark,كنود أمير الدنمارك بالوراثة,Prinz Knud von Dänemark,Canuto de Dinamarca,Knud de Danemark,Knud di Danimarca,クヌーズ,덴마크 세습 왕자 크누드,เจ้าชายคนุด รัชทายาทแห่งเดนมาร์ก,Knud (Danimarka veliaht prensi),克努兹王子
Q391172,Secrets & Lies,أسرار وأكاذيب,Lügen und Geheimnisse,Secretos y mentiras,Secrets et mensonges,Segreti e bugie,秘密と嘘,비밀과 거짓말,,Sırlar ve Yalanlar,秘密與謊言
Q404571,Kazan Cathedral,كاتدرائية كازان، سانت بطرسبرغ,Kasaner Kathedrale,Catedral de Kazán,cathédrale Notre-Dame-de-Kazan de Saint-Pétersbourg,cattedrale di Kazan',カザン聖堂,카잔 성당,,Kazan Katedrali,喀山大教堂
Q418359,hydroxyethylpiperazine ethane sulfonic acid,هبيس,HEPES,,HEPES,HEPES,HEPES,HEPES,,HEPES,HEPES
Q426517,...And Justice for All,والعدالة للجميع,…und Gerechtigkeit für alle,Justicia para todos,Justice pour tous,...e giustizia per tutti,ジャスティス,용감한 변호사,,...Ve Herkes İçin Adalet,真相
Q3906396,Great Mosque of Kufa,مسجد الكوفة,Große Moschee von Kufa,,Grande mosquée de Koufa,Grande Moschea di Kufa,クーファの大モスク,,,Büyük Kûfe Mescidi,
Q3954597,"Six Violin Concertos, Op. 6",,,,,"Sei concerti, Op. 6",6つのヴァイオリン協奏曲 作品6 (ヴィヴァルディ),,,"Altı Keman Konçertosu, Op. 6 (Vivaldi)",
Q3964693,"Twelve Trio Sonatas, Op. 1",,,,Douze Sonates en trio,"Sonate, op. 1",トリオ・ソナタ集 作品1,,,"Trio Sonatlar, Op. 1",
Q4006043,Uno tranquillo,,Siffler sur la colline,Siffler sur la colline,Siffler sur la colline,Siffler sur la colline,野ばらのひと,,,Siffler sur la colline,
Q4022689,Khusruwiyah Mosque,المدرسة الخسروية,Chusrawiyya-Moschee,,mosquée Khousrouwiyah,,,,,Hüsreviye Kompleksi,
Q4067398,Yakov Antonov,,Jakow Iwanowitsch Antonow,,,,,,,Yakov Antonov,
Q4080617,Poor Little Rich Girl: The Barbara Hutton Story,,Armes reiches Mädchen – Die Geschichte der Barbara Hutton,,,Una povera ragazza ricca - La storia di Barbara Hutton,プア・リトル・リッチ・ガール/バーバラ・ハットン物語,,,Poor Little Rich Girl: The Barbara Hutton Story,可憐的小小富家女：芭芭拉·赫頓的故事
Q4115461,Prophet Joseph,يوسف الصديق,Yousuf e Payambar,José el Profeta,Prophète Joseph,,,,,Hz. Yusuf,
Q4203655,Viktoriya Isakova,فيكتوريا ايزاكوفا,Wiktorija Jewgenjewna Issakowa,Victoria E. Isakov,Victoria E. Isakov,Viktorija Isakova,ビクトリヤ・イザコバ,빅토리야 이사코바,,Viktoriya Isakova,维克多利亚·伊萨科娃
Q43295469,Major Grom: Plague Doctor,الرائد غروم: طبيب الطاعون,Major Grom: Der Pestdoktor,Igor Grom contra el Doctor Peste,Major Grom : le Docteur de Peste,Major Grom - Il medico della peste,刑事グロム VS 粛正の疫病ドクター,메이저 그롬: 플레이그 닥터,,Komiser Grom: Veba Doktoru,格罗姆少校：瘟疫医生
Q383355,Gentlemen Prefer Blondes,الرجال يفضلون الشقراوات (فيلم 1953),Blondinen bevorzugt,Gentlemen Prefer Blondes,Les hommes préfèrent les blondes,Gli uomini preferiscono le bionde,紳士は金髪がお好き,신사는 금발을 좋아해,,Gentlemen Prefer Blondes,紳士愛美人
Q384463,Voroneț Monastery,,Kloster Voroneț,Monasterio de Voroneț,monastère de Voroneț,Monastero di Voroneț,ヴォロネツ修道院,,อารามวอรอเนตส์,Voroneț Manastırı,沃羅內茨修道院
Q384635,The Diary of a Chambermaid,يوميات خادمة,Tagebuch einer Kammerzofe,Diario de una camarera,Le Journal d'une femme de chambre,Il diario di una cameriera,小間使の日記,어느 하녀의 일기,,Bir Hizmetçi Kızın Hatıraları,厨娘日记
Q392564,Grand Mosque of Paris,مسجد باريس الكبير,Große Pariser Moschee,Gran Mezquita de París,grande mosquée de Paris,moschea di Parigi,グランド・モスケ・ド・パリ,파리 대 모스크,,Paris Büyük Camii,巴黎大清真寺
Q401619,God Emperor of Dune,الإمبراطور الإله كثيب,Der Gottkaiser des Wüstenplaneten,Dios emperador de Dune,L'Empereur-Dieu de Dune,L'imperatore-dio di Dune,デューン砂漠の神皇帝,듄의 신황제,,Dune'un İmparator Tanrısı,沙丘帝王
Q404567,Being and Time,الوجود والزمان,Sein und Zeit,Ser y Tiempo,Être et Temps,Essere e tempo,存在と時間,존재와 시간,,Varlık ve Zaman,存在與時間
Q427702,Early Edition,طبعة مبكرة,Allein gegen die Zukunft,Edición Anterior,Demain à la une,Ultime dal cielo,,,,Early Edition,新聞超感應
Q427814,Stargate Program,,,,système de défense terrien,Programma Stargate,,,,Yıldız Geçidi Programı,
Q429806,The Yearling,,Frühling des Lebens,,Jody et le faon,Il cucciolo,子鹿物語,아기사슴 플래그,,The Yearling,鹿苑長春
Q3814892,Hain Ahmed Pasha,أحمد باشا الخائن,Kha'in Ahmed Pascià,Kha'in Ahmed Pascià,Ahmed Pacha dit « le traître »,Kha'in Ahmed Pascià,アフメト・パシャ,,,Hain Ahmed Paşa,哈因·艾哈遘德帕夏
Q3823494,Highway Patrol,,Streifenwagen 2150,,,La pattuglia della strada,ハイウェイ　パトロール,,,Highway Patrol,
Q3824558,Nanny and the Professor,,Nanny und der Professor,Nanny y el profesor,Nanny et le Professeur,La tata e il professore,ぼくらのナニー,,,Nanny and the Professor,保姆和教授
Q3846204,Emir Abdelkader Mosque,مسجد الأمير عبد القادر,,,mosquée Émir Abdelkader,,,,,Emir Abdülkadir Camii,埃米爾阿卜杜卡迪爾清真寺
Q3886309,Horton the Elephant,,,Horton el Elefante,,Ortone,,,,Horton,大象荷頓
Q3906628,Sultan Suleiman Mosque,مسجد السلطان سليمان,Süleyman-und-Roxelane-Moschee,,,,,,,Sultan Süleyman ve Hürrem Camii,蘇丹蘇萊曼清真寺 (烏克蘭)
Q3927665,What Technology Wants,,,,,Quello che vuole la tecnologia,,,,What Technology Wants,科技想要什么
Q4022684,Mosque of Muderis Ali Efendi,,Myderiz-Ali-Efendi-Moschee,,,,,,,Müderris Ali Efendi Camii,
Q4119263,Khamis Mosque,مسجد الخميس,Al-Chamīs-Moschee,,mosquée Al Khamis,,,,,Hamis Camii,卡米斯清真寺
Q4120021,Charlie Bucket,,,Charly Bucket,,,,찰리 버켓,,Charlie Bucket,查理·畢奇
Q4153504,Long Live Our State,عاشت دولتنا (أغنية),,Da zdravstuyet naşa derjava,Da Zdravstvuiet Nasha Derzhava,,万歳我が祖国,,,Da zdravstuyet naşa derjava,万岁，我们强大的祖国
Q4201575,Marx-Engels-Lenin Institute,معهد ماركس إنجلز لينين,Institut für Marxismus-Leninismus beim ZK der KPdSU,Instituto Marx-Engels-Lenin,Institut Marx-Engels-Lénine,Istituto di marxismo-leninismo,ソビエト連邦共産党中央委員会付属マルクス・レーニン主義研究所,소비에트연방공산당 중앙위원회부설 마르크스-레닌주의 연구원,,Marksizm-Leninizm Enstitüsü,苏共中央马列主义研究院
Q4245001,Peribleptos Monastery,,Peribleptos-Kloster,Monasterio de Santa María Peribleptos,monastère de la Péribleptos,Monastero di Periblepto,,,,Peribleptos Manastırı,
Q4274143,Magok-i-Attari Mosque,,Magʻoki-Attori-Moschee,,mosquée Magoki-Attari,moschea Maghoki-Attar,,,,Magok-i-Attari Camii,
Q4312723,We Need One Victory,,,Necesitamos una victoria,Nam nujna odna pobeda,,,,,Nam nujna odna pobeda,我们需要一场胜利
Q40404,Third Age,,Drittes Zeitalter,Tercera Edad,Troisième Âge,Terza Era,第三紀,제3시대,ยุคที่สามแห่งอาร์ดา,Üçüncü Çağ,第三紀元
Q41346,Hassan II Mosque,مسجد الحسن الثاني,Hassan-II.-Moschee,Mezquita Hassan II,mosquée Hassan-II,moschea di Hassan II,ハッサン 2 世モスク,하산 2세 모스크,,II. Hasan Camii,哈桑二世清真寺
Q41359,Cat's Cradle,مهد القطة,Katzenwiege,Cuna de gato,Le Berceau du chat,Ghiaccio-nove,猫のゆりかご,,,Kedi Beşiği,貓之搖籃
Q41864,Sigurd Snake-in-the-Eye,سيغارد عين الأفعى,,Sigurd Ragnarsson,Sigurd Œil de Serpent,Sigurðr ormr í auga,蛇の目のシーヴァルド,시구르드 오름 이 아우가,ซีเกิร์ด งูในดวงตา,Sigurd Ragnarsson,Sigurd Snake-in-the-Eye
Q4530,coat of arms of Peru,شعار بيرو,Wappen Perus,escudo del Perú,blason du Pérou,stemma del Perù,ペルーの国章,페루의 국장,ตราแผ่นดินของเปรู,Peru arması,秘鲁国徽
Q4577,Book of Job,سفر أيوب,Buch Hiob,Libro de Job,Livre de Job,Libro di Giobbe,ヨブ記,욥기,หนังสือโยบ,Eyüp kitabı,約伯記
Q4384,Anthem of the Byelorussian Soviet Socialist Republic,,Hymne der Weißrussischen Sozialistische Sowjetrepublik,himno de la República Socialista Soviética de Bielorrusia,Hymne de la République socialiste soviétique de Biélorussie,Inno della Repubblica socialista sovietica bielorussa,白ロシア・ソビエト社会主義共和国の国歌,벨로루시 소비에트 사회주의 공화국의 국가,เพลงชาติสาธารณรัฐสังคมนิยมโซเวียตเบียโลรัสเซีย,Beyaz Rusya Sovyet Sosyalist Cumhuriyeti ulusal marşı,白俄罗斯苏维埃社会主义共和国国歌
Q44064,sockeye salmon,سلمون أحمر,Rotlachs,salmón rojo,Saumon rouge,salmone rosso,ベニザケ,홍연어,ปลาแซลมอนซ็อกอาย,Oncorhynchus nerka,红马哈鱼
Q44011,Gregory of Nazianzus,غريغوريوس النزينزي,Gregor von Nazianz,Gregorio Nacianceno,Grégoire de Nazianze,Gregorio Nazianzeno,ナジアンゾスのグレゴリオス,나지안조스의 그레고리우스,,Nenizili Gregor,聖額我略·納齊安
Q44079,Cyril of Alexandria,كيرلس الأول,Kyrill von Alexandria,Cirilo de Alejandría,Cyrille d'Alexandrie,Cirillo di Alessandria,アレクサンドリアのキュリロス,알렉산드리아의 키릴로스,ซิริลแห่งอะเล็กซานเดรีย,İskenderiyeli Cyril,區利羅
Q44624,Peter Canisius,,Petrus Canisius,Pedro Canisio,Pierre Canisius,Pietro Canisio,ペトルス・カニシウス,베드로 가니시오,,Peter Canisius,聖加尼修
Q45368,Mausoleum of Maussollos,ضريح موسولوس,Mausoleum von Halikarnassos,Mausoleo de Halicarnaso,mausolée d'Halicarnasse,Mausoleo di Alicarnasso,マウソロス霊廟,할리카르나소스의 마우솔레움,สุสานแห่งฮาลิคาร์นัสเซิส,Halikarnas Mozolesi,摩索拉斯王陵墓
Q46441,Cascading Style Sheets,أوراق الأنماط المتتالية,Cascading Style Sheets,hojas de estilo en cascada,feuille de style en cascade,CSS,Cascading Style Sheets,종속형 시트,แคสเคดดิงสไตล์ชีตส์,Cascading Style Sheets,层叠样式表
Q459842,Book of Mormon,كتاب مورمون,Buch Mormon,Libro de Mormón,Livre de Mormon,Libro di Mormon,モルモン書,몰몬경,,Mormon Kitabı,摩爾門經
Q461026,The Adventure of the Red-Headed League,عصبة ذوي الشعر الأحمر,Der Bund der Rothaarigen,La liga de los pelirrojos,La Ligue des rouquins,La Lega dei Capelli Rossi,赤毛組合,붉은 머리 연맹,สันนิบาตผมแดง,The Red-Headed League,红发会
Q451390,Autolycus of Pitane,أوطولوقس,Autolykos von Pitane,Autólico de Pitane,Autolycos de Pitane,Autolico di Pitane,ピタネのアウトリュコス,,,Çandarlılı Autolycus,奥托里库斯 (皮塔内)
Q455390,Nguyen Ngoc Loan,نوين ناك لون,Nguyễn Ngọc Loan,Nguyễn Ngọc Loan,Nguyễn Ngọc Loan,Nguyễn Ngọc Loan,グエン・ゴク・ロアン,응우옌응옥로안,,Nguyễn Ngọc Loan,阮玉鸞
Q455395,Lexington Steele,,Lexington Steele,Lexington Steele,Lexington Steele,Lexington Steele,レキシントン・スティール,렉싱턴 스틸,,Lexington Steele,萊星頓·史提爾
Q455669,Evgeniy Vasilievich Khrunov,يفغيني خرونوف,Jewgeni Wassiljewitsch Chrunow,Yevgeny Khrunov,Ievgueni Khrounov,Evgenij Vasil'evič Chrunov,エフゲニー・フルノフ,예브게니 흐루노프,,Yevgeni Hrunov,叶夫根尼·赫鲁诺夫
Q459667,The Murders in the Rue Morgue,جرائم شارع مورغ,Der Doppelmord in der Rue Morgue,Los crímenes de la calle Morgue,Double Assassinat dans la rue Morgue.,I delitti della Rue Morgue,モルグ街の殺人,모르그 가의 살인 사건,,Morgue Sokağı Cinayetleri,莫爾格街兇殺案
Q4405595,Infinity Stones,الأحجار اللامتناهية,,Gemas del Infinito,Gemmes de l'infini,Gemme dell'Infinito,インフィニティ・ジェム,인피니티 젬,อินฟินีตีเจมส์,Sonsuzluk Taşları,無限寶石
Q4417252,A Mother's Heart,,Das Herz einer Mutter,Corazón de una madre,,Cuore di madre,,,,Bir Annenin Kalbi,
Q45281070,Price of Passion,,Black and White Love,Siyah Beyaz Aşk,Siyah Beyaz Aşk,Siyah Beyaz Aşk,,시야 베야즈 아슈크,,Siyah Beyaz Aşk,
Q462463,Doctrine and Covenants,,Lehre und Bündnisse,Doctrina y convenios,Doctrine et Alliances,Dottrina e Alleanze,教義と聖約,교리와 성약,,Öğreti ve Antlaşmalar Kitabı,教義和聖約
Q462574,Diana Mosley,ديانا ميتفورد,Diana Mitford,Diana Mitford,Diana Mitford,Diana Mitford,ダイアナ・ミットフォード,다이애나 모즐리,,Diana Mosley,戴安娜·米特福德
Q433000,When Father Was Away on Business,عندما كان الأب بعيدًا في العمل,Papa ist auf Dienstreise,Papá está en viaje de negocios,Papa est en voyage d'affaires,Papà è in viaggio d'affari,パパは、出張中!,아빠는 출장 중,,Babam İş Gezisinde,爸爸出差時
Q437001,"Ernst August, Crown Prince of Hanover",إرنست أوغسطس الثالث دوق كمبرلاند وتافياديل,Ernst August von Hannover,Ernesto Augusto de Hannover,Ernest-Auguste II de Hanovre,Ernesto Augusto di Hannover,エルンスト・アウグスト,에른스트 아우구스트 2세,เจ้าชายแอ็นสท์ เอากุสท์ มกุฎราชกุมารแห่งฮันโนเฟอร์,Ernest Augustus (3. Cumberland ve Teviotdale dükü),恩斯特·奧古斯特二世
Q4385827,Mock & Sweet,شجاع وسكر,Abenteuer im Maulwurfsland,,Choupette et Topi,L'allegro mondo di Talpilandia,ドリモグだァ!!,,,İri ile Tıfıl,莫克和甜甜
Q462966,Isaac the Syrian,إسحق النينوي,Isaak von Ninive,Isaac de Nínive,Isaac de Ninive,Isacco di Ninive,シリアのイサアク,시리아의 이삭,,Nineveli İshak,尼尼微的以撒
Q443703,Valerian Kuybyshev,,Walerian Wladimirowitsch Kuibyschew,Valerián Kúibyshev,Valerian Kouïbychev,Valerian Vladimirovič Kujbyšev,ヴァレリヤン・クイビシェフ,발레리안 쿠이비셰프,,Valerian Kuybyshev,瓦勒良·古比雪夫
Q444914,Nikolai Krestinsky,,Nikolai Nikolajewitsch Krestinski,Nikolái Krestinski,Nikolaï Krestinski,Nikolaj Nikolaevič Krestinskij,ニコライ・クレスチンスキー,니콜라이 크레스틴스키,นีโคไล เครสตินสกี,Nikolay Krestinski,尼古拉·尼古拉耶维奇·克列斯京斯基
Q446865,Nikolai Patrushev,نيكولاي باتروشيف,Nikolai Platonowitsch Patruschew,Nikolái Pátrushev,Nikolaï Patrouchev,Nikolaj Patrušev,ニコライ・パトルシェフ,니콜라이 파트루셰프,,Nikolay Patruşev,尼古拉·帕特魯舍夫
Q437353,Heretics of Dune,هراطقة كثيب,,Herejes de Dune,Les Hérétiques de Dune,Gli eretici di Dune,デューン砂漠の異端者,듄의 이단자들,,Dune'un Sapkınları,沙丘異端
Q437383,Dune Messiah,مسيح كثيب,,El mesías de Dune,Le Messie de Dune,Messia di Dune,デューン砂漠の救世主,듄의 메시아,,Dune Mesihi,沙丘救世主
Q438276,Postern of Fate,بوابة المصير,Alter schützt vor Scharfsinn nicht,La puerta del destino,Le Cheval à bascule,Le porte di Damasco,運命の裏木戸,운명의 문,,Cinayetler Kapısı,命运之门
Q439153,Chariots of the Gods,,Erinnerungen an die Zukunft,Recuerdos del futuro y regreso a las estrellas,,Gli extraterrestri torneranno,宇宙人は地球にいた,,,Tanrıların Arabaları,諸神的戰車
Q442608,Klingsor's Last Summer,كلينجزور في صيفه الأخير,Klingsors letzter Sommer,El último verano de Klingsor,Le dernier été de Klingsor,L'ultima estate di Klingsor,,클링조어의 마지막 여름,,Klingsor'un Son Yazı,克林索尔的最后夏天
Q443107,Old New Synagogue,,Altneu-Synagoge,Sinagoga Vieja-Nueva,synagogue Vieille-Nouvelle,sinagoga Vecchia-Nuova,新旧シナゴーグ,스타로나바 유대교 회당,โบสถ์ยิวใหม่เก่า,Eski Yeni Sinagog,老新犹太会堂
Q453491,Michael Shishman of Bulgaria,,Michael III.,Miguel Shishman,Mikhail III Chichman Asen,Michele Asen III di Bulgaria,ミハイル3世シシュマン,미하일 아센 3세,พระเจ้าซาร์มีคาอิล ชิชมันแห่งบัลแกเรีย,Mihail Şişman,米哈伊尔·希什曼
Q453720,M. Ibrahim and the Flowers of the Koran,,Monsieur Ibrahim und die Blumen des Koran,,Monsieur Ibrahim et les Fleurs du Coran,,,,,Mösyö İbrahim ve Kuran'ın Çiçekleri,易卜拉欣先生与古兰经之花
Q458656,Dog Day Afternoon,عصر يوم قائظ,Hundstage,Tarde de perros,Un après-midi de chien,Quel pomeriggio di un giorno da cani,狼たちの午後,뜨거운 오후,ด็อก เดย์ อาฟเตอร์นูน,Köpeklerin Günü,熱天午後
Q461303,The Help,المساعدة,Gute Geister,Criadas y señoras,La Couleur des sentiments,L'aiuto,ヘルプ 心がつなぐストーリー,헬프,,Yardımcı,姊妹
Q462009,Joshua Lorki,,Josua ben Josef Lorki,Jerónimo de Santa Fe,Jerónimo de Santa Fe,Jerónimo de Santa Fe,,,,Jerónimo de Santa Fe,
Q462760,Watcher in the Water,,Wächter im Wasser,Guardián del Agua,Guetteur des Eaux,Osservatore nell'acqua,水中の監視者,,,Sudaki Gözcü,水中監視者
Q463060,The Black Book,,Das schwarze Buch,El libro negro,Le Livre noir,Il libro nero,,,,Kara Kitap,
Q463108,The Neverending Story,قصة بلا نهاية,Die unendliche Geschichte,La historia interminable,L'Histoire sans fin,La storia infinita,はてしない物語,끝없는 이야기,จินตนาการไม่รู้จบ,Bitmeyecek Öykü,說不完的故事
Q463244,Windows Registry,قاعدة سجلات ويندوز,Registrierungsdatenbank,Registro de Windows,base de registre,Registro di sistema,Windowsレジストリ,윈도 레지스트리,,Windows Kayıt,注册表
Q464220,The Host,الجسد المضيف,Seelen,La huésped,Les Âmes vagabondes,L'ospite,ザ・ホスト,호스트,,Göçebe,宿主
Q464918,Abbey of Fontenay,,Abtei Fontenay,Abadía de Fontenay,abbaye de Fontenay,abbazia di Fontenay,フォントネーのシトー会修道院,,อารามฟงต์แน,Fontenay Manastırı,丰特奈修道院
Q4357899,Turkish tobacco,التبغ التركي,,,Tabac oriental,Tabacco turco,,,,Türk tütünü,土耳其烟草
Q4383705,bread sauce,صلصة الخبز,Bread sauce,salsa de pan,Sauce au pain,Salsa di pane,ブレッドソース,,,Ekmek sosu,
Q4470581,Ukrainian House,,Ukrainisches Haus,Centro Internacional de Convenciones Casa Ucraniana,Maison ukrainienne,Casa ucraina,ウクライナの家,,,Ukrayna Evi,烏克蘭屋
Q4474744,Streets of Broken Lights,,Ulitsy razbitykh fonarey,,Les Rues aux lampadaires cassés,,,,,Bozuk Lambalı Caddeler (dizi),
Q44662,42nd Street,شارع 42,Die 42. Straße,La calle 42,42e Rue,Quarantaduesima strada,四十二番街,42번가,,42nd Street (film),第四十二街
Q48067,Dmitriy Ustinov,دميتري أوستينوف,Dmitri Fjodorowitsch Ustinow,Dmitri Ustínov,Dmitri Oustinov,Dmitrij Fëdorovič Ustinov,ドミトリー・ウスチノフ,드미트리 우스티노프,ดมีตรี อุสตีนอฟ,Dmitri Ustinov,德米特里·乌斯季诺夫
Q48084,Andrey Yeryomenko,أندري يريومينكو,Andrei Iwanowitsch Jerjomenko,Andréi Yeriómenko,Andreï Ieremenko,Andrej Ivanovič Erëmenko,アンドレイ・エリョーメンコ,안드레이 예료멘코,อันเดรย์ เยเรเมนโก,Andrey Yeryomenko,安德烈·叶廖缅科
Q48129,Vasily Blyukher,,Wassili Konstantinowitsch Blücher,Vasili Blücher,Vassili Blücher,Vasilij Konstantinovič Bljucher,ヴァシーリー・ブリュヘル,바실리 블류헤르,วาซีลี บลูย์เคียร์,Vasili Blyuher,瓦西里·布留赫尔
Q46740,rose hip,وردة المسك,Hagebutte,escaramujo,cynorrhodon,Cinorrodo,ローズヒップ,로즈힙,,Kuşburnu (meyve),蔷薇果
Q48042,Sergey Akhromeyev,,Sergei Fjodorowitsch Achromejew,Serguéi Ajroméiev,Sergueï Akhromeïev,Sergej Fëdorovič Achromeev,セルゲイ・アフロメーエフ,세르게이 아흐로메예프,,Sergey Ahromeyev,谢尔盖·费多罗维奇·阿赫罗梅耶夫
Q48149,Fyodor Ivanovich Tolbukhin,فيودور تولبوخين,Fjodor Iwanowitsch Tolbuchin,Fiódor Tolbujin,Fiodor Tolboukhine,Fëdor Ivanovič Tolbuchin,フョードル・トルブーヒン,표도르 톨부힌,ฟิโอดอร์ ตอลบูคิน,Fyodor Tolbuhin,费奥多尔·托尔布欣
Q48203,Epistle to the Romans,الرسالة إلى أهل روما,Römer,Epístola a los Romanos,Épître aux Romains,Lettera ai Romani,ローマの信徒への手紙,로마 신자들에게 보낸 서간,จดหมายของนักบุญเปาโลถึงชาวโรม,Pavlus'un Romalılara mektubu,羅馬書
Q467720,The Dispossessed,النازحون (رواية),Planet der Habenichtse,Los desposeídos,Les Dépossédés,I reietti dell'altro pianeta,所有せざる人々,빼앗긴 자들,,Mülksüzler,一無所有 (小說)
Q465762,Laocoön and His Sons,لاوكون وأبناؤه,Laokoon-Gruppe,Laocoonte y sus hijos,Groupe du Laocoon,Gruppo del Laocoonte,ラオコーン像,라오콘 군상,เลออโคออนและบุตร,Laocoön ve oğulları,拉奥孔与儿子们
Q466024,The Child,الطفل,Das Kind,El niño,L'Enfant,L'Enfant - Una storia d'amore,ある子供,더 차일드,,L'Enfant,孩子
Q466816,The Last Command,المهمة الأخيرة,Sein letzter Befehl,La última orden,Crépuscule de gloire,Crepuscolo di gloria,最後の命令,최후의 명령,,Son Emir,最后命令
Q477831,The Magician's Nephew,ابن أخت الساحر,Das Wunder von Narnia,El sobrino del mago,Le Neveu du magicien,Il nipote del mago,魔術師のおい,마법사의 조카,กำเนิดนาร์เนีย,Büyücünün Yeğeni,魔法師的外甥
Q486080,Prophet's Mosque,المسجد النبوي,Prophetenmoschee,Mezquita del Profeta,Masjid al-Nabawi,moschea del Profeta,預言者のモスク,예언자의 모스크,มัสยิดอันนะบะวี,Mescid-i Nebevî,先知寺
Q487779,Anatoly Lukyanov,أناتولي لوكيانوف,Anatoli Iwanowitsch Lukjanow,Anatoli Lukiánov,Anatoli Loukianov,Anatolij Ivanovič Luk'janov,アナトリー・ルキヤノフ,,,Anatoliy Lukyanov,阿納托利·盧科亞諾夫
Q488020,Anatoly Dyatlov,أناتولي دياتلوف,Anatoli Stepanowitsch Djatlow,Anatoli Diátlov,Anatoli Diatlov,Anatolij Stepanovič Djatlov,アナトリー・ディアトロフ,아나톨리 댜틀로프,,Anatoly Dyatlov,阿纳托利·斯捷潘诺维奇·佳特洛夫
Q493574,The Last of the Mohicans,آخر الموهيكيين,Der letzte Mohikaner,El último mohicano,Le Dernier des Mohicans,L'ultimo dei Mohicani,モヒカン族の最後,모히칸 족의 최후,,Son Mohikan,最後的摩根戰士
Q494235,Diamond Sutra,سوترا ماسية,Diamant-Sutra,Sutra del Diamante,Sūtra du Diamant,Sutra del Diamante,金剛般若経,금강반야바라밀경,วัชรปรัชญาปารมิตาสูตร,Elmas Sutra,金剛般若波羅蜜經
Q470621,Methodius of Thessaloniki,,Method von Saloniki,Metodio,Méthode,Metodio,メトディオス,메토디우스,,Metodius,美多德
Q471005,The Mysterious Island,الجزيرة الغامضة,Die geheimnisvolle Insel,La isla misteriosa,L'Île mystérieuse,L'isola misteriosa,神秘の島,신비의 섬,,Esrarlı Ada,神秘岛
